po_count,companycode,purchaseorg,purchasegroup,materialid,plantgroup,materialgroup,orderquantity,netprice,grossordervalue,vendor,source,lastchangedon,material_type,vendor_type,po_type
5,3280,4000,1,8912,4000,JJ751,2970,292.7,173863.81,650313,SAP,5/10/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,1540,303.3,93416.4,650313,SAP,5/17/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,8912,4000,JJ751,4200,585.4,245868,650313,SAP,6/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2960,292.7,173278.4,650313,SAP,6/21/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2905,292.7,170058.69,650313,SAP,6/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,1680,303.3,101908.8,650313,SAP,7/19/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,1865,303.3,113130.9,650313,SAP,8/21/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,8912,4000,JJ751,3015,606.6,182889.9,650313,SAP,9/13/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
15,3280,4000,1,8912,4000,JJ751,6220,878.10004,364118.78,650313,SAP,10/1/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,9000,34.36,77310,650312,SAP,1/6/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,10808,33.32,90030.64,650312,SAP,3/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,1040,33.32,8663.2,650312,SAP,3/27/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,11276,34.36,96860.84,650312,SAP,5/10/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,17680,33.32,147274.4,650312,SAP,7/22/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,6184,33.32,51512.72,650312,SAP,7/23/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,11840,33.32,98627.2,650312,SAP,8/8/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,27040,34.36,232273.6,650312,SAP,9/5/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,7836,34.36,67311.24,650312,SAP,9/6/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,12152,33.32,101226.16,650312,SAP,9/19/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,11692,34.36,100434.28,650312,SAP,9/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,11516,34.36,98922.44,650312,SAP,11/16/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,20256,34.36,173999.05,650312,SAP,11/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006029,4000,JJ401,12308,34.36,105725.72,650312,SAP,12/11/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,8886,95.159996,140931.97,600437,SAP,1/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,13014,101.04,219155.77,600437,SAP,2/1/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,8946,95.159996,141883.56,600437,SAP,2/22/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,8994,95.159996,142644.84,600437,SAP,4/5/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,13524,101.04,227744.16,600437,SAP,4/9/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,13044,101.04,219660.97,600437,SAP,6/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,10074,95.159996,159773.64,600437,SAP,7/27/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006050,4000,JJI780,3570,95.159996,56620.203,600437,SAP,12/11/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
14,3280,4000,1,1006052,4000,JJI653,19334,241.64,333704.84,600432,SAP,1/22/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,4879,115.01,80161.97,600432,SAP,1/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,14259,115.01,234275.38,600432,SAP,2/23/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
28,3280,4000,1,1006052,4000,JJI653,18886,460.04,310296.97,600432,SAP,3/14/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,8288,120.82,143050.88,600432,SAP,4/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,4802,120.82,82882.52,600432,SAP,5/21/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,3500,120.82,60410,600432,SAP,6/14/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
14,3280,4000,1,1006052,4000,JJI653,16030,241.64,276677.8,600432,SAP,7/11/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
21,3280,4000,1,1006052,4000,JJI653,3640,362.46,62826.402,600432,SAP,7/18/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,7875,115.01,129386.25,600432,SAP,8/8/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,16464,115.01,270503.5,600432,SAP,10/8/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
7,3280,4000,1,1006052,4000,JJI653,1169,115.01,19206.67,600432,SAP,10/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006057,4000,JJ401,13520,51.12,172785.6,650312,SAP,1/24/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006057,4000,JJ401,380,51.12,4856.4,650312,SAP,1/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006057,4000,JJ401,13640,54.36,185367.6,650312,SAP,1/25/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006057,4000,JJ401,11400,51.12,145692,650312,SAP,6/21/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006057,4000,JJ401,2060,51.12,26326.8,650312,SAP,6/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
8,3280,4000,1,1006057,4000,JJ401,14132,108.72,192053.88,650312,SAP,7/25/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006058,4000,JJ401,13120,70.56,231436.8,650312,SAP,1/30/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
8,3280,4000,1,1006058,4000,JJ401,14112,149.44,263612.16,650312,SAP,2/22/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006058,4000,JJ401,11400,70.56,201096,650312,SAP,5/14/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006058,4000,JJ401,2248,70.56,39654.72,650312,SAP,5/23/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
8,3280,4000,1,1006058,4000,JJ401,14076,149.44,262939.7,650312,SAP,8/30/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006058,4000,JJ401,11400,70.56,201096,650312,SAP,10/4/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006058,4000,JJ401,2776,70.56,48968.64,650312,SAP,10/9/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,12360,277.2,285516,600432,SAP,1/14/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
36,3280,4000,1,1006079,4000,JJI648,19356,831.60004,447123.6,600432,SAP,1/28/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,16800,277.2,388080,600432,SAP,2/6/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,3672,277.2,84823.2,600432,SAP,2/12/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,3228,303.96,81765.24,600432,SAP,3/10/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,16788,303.96,425240.06,600432,SAP,3/13/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,16800,277.2,388080,600432,SAP,3/20/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,16776,607.92,424936.06,600432,SAP,3/22/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,2640,303.96,66871.2,600432,SAP,3/23/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,3564,277.2,82328.41,600432,SAP,3/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,19512,554.4,450727.2,600432,SAP,4/9/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,16800,303.96,425544,600432,SAP,4/19/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,8220,277.2,189882,600432,SAP,4/19/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,2916,303.96,73862.28,600432,SAP,4/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,12228,554.4,282466.8,600432,SAP,5/24/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,6480,554.4,149688,600432,SAP,5/28/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,600,277.2,13860,600432,SAP,5/30/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,19584,607.92,496062.72,600432,SAP,6/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,21096,607.92,534361.7,600432,SAP,7/17/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,31080,277.2,717948,600432,SAP,7/25/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,16788,303.96,425240.06,600432,SAP,7/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,3180,303.96,80549.41,600432,SAP,7/27/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,24240,554.4,559944,600432,SAP,8/15/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,3960,277.2,91476,600432,SAP,8/23/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,16800,607.92,425544,600432,SAP,10/9/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
24,3280,4000,1,1006079,4000,JJI648,3528,607.92,89364.234,600432,SAP,10/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006079,4000,JJI648,8028,303.96,203349.23,600432,SAP,12/18/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,3360,38.22,64209.6,650313,SAP,3/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,3186,36.68,58431.24,650313,SAP,6/4/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,3326,38.22,63559.86,650313,SAP,6/21/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,3388,36.68,62135.92,650313,SAP,6/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,4080,38.22,77968.8,650313,SAP,7/12/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,3360,36.68,61622.4,650313,SAP,8/21/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006106,4000,JJ431,7810,38.22,149249.1,650313,SAP,12/19/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,2020,44.92,45369.2,650313,SAP,2/7/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,2020,45.26,45712.6,650313,SAP,3/20/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,2020,44.92,45369.2,650313,SAP,5/1/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,2018,44.92,45324.28,650313,SAP,5/30/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,1984,45.26,44897.92,650313,SAP,6/24/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,2010,45.26,45486.3,650313,SAP,7/19/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
2,3280,4000,1,1006150,4000,JJ431,7680,44.92,172492.8,650313,SAP,7/24/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,164,50.92,2087.72,600432,SAP,1/23/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,11200,50.92,142576,600432,SAP,2/10/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,5700,50.92,72561,600432,SAP,2/13/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006154,4000,JJ402,13600,168.95999,191488,600432,SAP,2/19/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
8,3280,4000,1,1006154,4000,JJ402,3624,112.64,51025.92,600432,SAP,2/22/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
12,3280,4000,1,1006154,4000,JJ402,22400,152.76,285152,600432,SAP,4/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
8,3280,4000,1,1006154,4000,JJ402,10856,101.84,138196.88,600432,SAP,4/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,400,50.92,5092,600432,SAP,5/2/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,12824,56.32,180561.92,600432,SAP,5/14/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,4000,56.32,56320,600432,SAP,5/21/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,11200,50.92,142576,600432,SAP,6/21/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,5600,50.92,71288,600432,SAP,6/22/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,6848,56.32,96419.84,600432,SAP,7/23/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,9600,56.32,135168,600432,SAP,7/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,11096,50.92,141252.08,600432,SAP,8/9/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,11200,56.32,157696,600432,SAP,8/14/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,5596,50.92,71237.08,600432,SAP,8/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006154,4000,JJ402,5328,56.32,75018.24,600432,SAP,8/15/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,19224,60.76,292012.56,650312,SAP,2/9/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,1920,60.76,29164.8,650312,SAP,2/16/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,19848,61.48,305063.75,650312,SAP,3/11/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,2560,60.76,38886.4,650312,SAP,6/6/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
8,3280,4000,1,1006229,4000,JJI615,5200,121.52,78988,650312,SAP,6/7/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,21172,61.48,325413.62,650312,SAP,6/12/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,19200,60.76,291648,650312,SAP,10/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,1616,60.76,24547.04,650312,SAP,10/16/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006229,4000,JJI615,640,60.76,9721.6,650312,SAP,10/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13368,83.8,280059.6,650312,SAP,1/22/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13312,83.24,277022.72,650312,SAP,1/25/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13236,83.24,275441.16,650312,SAP,4/12/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13104,83.8,274528.8,650312,SAP,7/5/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13248,83.24,275690.88,650312,SAP,7/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13452,83.8,281819.4,650312,SAP,8/30/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
4,3280,4000,1,1006230,4000,JJI615,13532,83.24,281600.9,650312,SAP,10/31/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,6510,173.70001,113078.7,600432,SAP,1/23/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22400,173.70001,389088,600432,SAP,1/24/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
70,3280,4000,1,1006292,4000,JJ402,30510,1215.9,529958.7,600432,SAP,1/26/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
30,3280,4000,1,1006292,4000,JJ402,22400,521.10004,389088,600432,SAP,1/27/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22380,173.70001,388740.6,600432,SAP,1/28/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,7460,347.40002,129580.2,600432,SAP,1/31/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,19020,372.40002,354152.4,600432,SAP,2/11/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22400,186.20001,417088,600432,SAP,2/12/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,44580,372.40002,830079.6,600432,SAP,2/13/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,22400,347.40002,389087.97,600432,SAP,2/20/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,11470,347.40002,199233.9,600432,SAP,2/28/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,22390,347.40002,388914.28,600432,SAP,3/2/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,13150,173.70001,228415.5,600432,SAP,3/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,20170,173.70001,350352.88,600432,SAP,3/19/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22400,173.70001,389088,600432,SAP,3/20/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,6610,372.40002,123078.2,600432,SAP,3/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22400,186.20001,417088,600432,SAP,3/28/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,26820,372.40002,499388.4,600432,SAP,5/30/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,2400,186.20001,44688,600432,SAP,6/7/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22390,186.20001,416901.8,600432,SAP,6/12/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,21890,186.20001,407591.8,600432,SAP,6/13/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
30,3280,4000,1,1006292,4000,JJ402,37720,558.60004,702346.4,600432,SAP,6/14/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,4000,186.20001,74480,600432,SAP,6/25/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,21860,372.40002,407033.2,600432,SAP,9/20/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,34050,372.40002,634011,600432,SAP,9/23/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,22380,186.20001,416715.6,600432,SAP,9/28/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006292,4000,JJ402,9810,186.20001,182662.2,600432,SAP,10/1/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,6420,347.40002,111515.4,600432,SAP,11/15/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
20,3280,4000,1,1006292,4000,JJ402,22400,347.40002,389088,600432,SAP,11/24/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006319,4000,JJ221,3534,184.02,108387.78,600432,SAP,2/22/2013,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006319,4000,JJ221,5211,184.02,159821.38,600432,SAP,4/4/2012,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
9,3280,4000,1,1006319,4000,JJ221,6711,276.03,205826.38,600432,SAP,4/27/2012,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
3,3280,4000,1,1006319,4000,JJ221,717,92.01,21990.39,600432,SAP,5/28/2013,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
3,3280,4000,1,1006319,4000,JJ221,168,92.01,5152.56,600432,SAP,5/30/2013,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006319,4000,JJ221,3300,184.02,101211,600432,SAP,6/19/2013,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
3,3280,4000,1,1006319,4000,JJ221,2100,92.01,64407,600432,SAP,6/22/2012,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
6,3280,4000,1,1006319,4000,JJ221,4206,184.02,128998.016,600432,SAP,8/9/2013,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
3,3280,4000,1,1006319,4000,JJ221,2100,92.01,64407,600432,SAP,9/27/2013,NON FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,1006382,4000,JJ401,27300,76.7,418782,650312,SAP,1/3/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,1006382,4000,JJ401,1925,76.7,29529.5,650312,SAP,1/4/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,1006382,4000,JJ401,29130,152.4,443941.2,650312,SAP,4/30/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,1006382,4000,JJ401,9745,76.7,149488.3,650312,SAP,8/26/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,1006382,4000,JJ401,9555,76.7,146573.7,650312,SAP,10/1/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
