"CREDAT","MESTYP","IDOCTP","STATUS","DIRECT","RCVPOR","RCVPRT","RCVPRN","RECEIVER","SNDPOR","SNDPRT","SNDPRN","SENDER","DOCCOUNT"
3-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",137
3-10-2013,"ZDESADV","DELVRY03","53",2,"SAPJP2","LS","JNJCA400","SAPJP2","SAPRPN","LS","RPNCLNT120","RPNCLNT120",3
3-10-2013,"ZINVOIC02","INVOIC02","16",1,"SAPT02","KU","0000001320","Customer","SAPJP2","LS","0000003000","SAPJP2",42
3-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",1
3-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",341
4-10-2013,"DEBMDM","DEBMDM06","03",1,"XPNCLNT200","LS","XPNCLNT200","MDMXIPRODUCTIONSYSTEM","SAPJP2","LS","JJCDNAF400","MDMXIPRODUCTIONSYSTEM",1
4-10-2013,"DESADV","DELVRY03","51",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",1
4-10-2013,"DESADV","DELVRY03","53",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",3
4-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000000329","Customer","SAPJP2","LS","0000002000","SAPJP2",1
4-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",6
4-10-2013,"INVOIC","INVOIC01","51",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",3
4-10-2013,"INVOIC","INVOIC01","53",2,"SAPJP2","KU","0000002371","SAPJP2","A000000008","LI","0000650008","Vendor",112
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000016","Customer","SAPJP2","LS","0000001000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000001000","SAPJP2",13
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000003000","SAPJP2",3
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001295","Customer","SAPJP2","LS","0000003000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001298","Customer","SAPJP2","LS","0000003000","SAPJP2",6
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001311","Customer","SAPJP2","LS","0000001000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001311","Customer","SAPJP2","LS","0000003000","SAPJP2",14
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001343","Customer","SAPJP2","LS","0000003000","SAPJP2",6
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001538","Customer","SAPJP2","LS","0000001000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003118","Customer","SAPJP2","LS","0000001000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003119","Customer","SAPJP2","LS","0000001000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003136","Customer","SAPJP2","LS","0000003000","SAPJP2",1
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200013","Customer","SAPJP2","LS","0000003000","SAPJP2",15
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",9
4-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000003000","SAPJP2",28
4-10-2013,"MATMAS","MATMAS05","03",1,"XPNCLNT200","LS","XPNCLNT200","MDMXIPRODUCTIONSYSTEM","SAPJP2","LS","JJCDNAF400","MDMXIPRODUCTIONSYSTEM",2
4-10-2013,"ORDERS","ORDERS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",7
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000256","Customer",2
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000309","Customer",4
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000329","Customer",4
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000001422","Customer",2
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000001479","Customer",2
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000003118","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000003119","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000200015","Customer",4
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000255","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000309","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000329","Customer",2
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001297","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001298","Customer",11
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001320","Customer",4
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001364","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001422","Customer",5
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001532","Customer",9
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001534","Customer",11
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000002796","Customer",1
4-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000200015","Customer",13
4-10-2013,"PROACT","PROACT01","03",1,"A000000010","LS","SPNCLNT400","SPNCLNT400","SAPJP2","LS","JJCDNAF400","SAPJP2",899
4-10-2013,"RSINFO","RSINFO","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",1679
4-10-2013,"RSRQST","RSREQUST","53",2,"SAPJP2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWP","LS","BWPCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",321
4-10-2013,"RSSEND","ZSBB008","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",2
4-10-2013,"SHPCON","DELVRY01","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",138
4-10-2013,"SHPCON","DELVRY01","70",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",2
4-10-2013,"SHPORD","DELVRY01","16",1,"SAPT03","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",94
4-10-2013,"WMMBXY","WMMBID02","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",73
4-10-2013,"YMATMAS03","MATMAS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",2
4-10-2013,"YWMMBXY","YWMMBID02","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",26
4-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",2
4-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",223
4-10-2013,"ZDESADV","DELVRY03","53",2,"SAPJP2","LS","JNJCA400","SAPJP2","SAPRPN","LS","RPNCLNT120","RPNCLNT120",7
4-10-2013,"ZINVOIC02","INVOIC02","16",1,"SAPT02","KU","0000001320","Customer","SAPJP2","LS","0000003000","SAPJP2",2
4-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",3
4-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",356
5-10-2013,"INVOIC","INVOIC01","53",2,"SAPJP2","KU","0000002371","SAPJP2","A000000008","LI","0000650008","Vendor",149
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000001000","SAPJP2",1
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000003000","SAPJP2",18
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001298","Customer","SAPJP2","LS","0000003000","SAPJP2",13
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001313","Customer","SAPJP2","LS","0000003000","SAPJP2",2
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001361","Customer","SAPJP2","LS","0000003000","SAPJP2",1
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200013","Customer","SAPJP2","LS","0000003000","SAPJP2",58
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",6
5-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000003000","SAPJP2",13
5-10-2013,"INVOIC","INVOIC02","22",1,"SAPT02","KU","0000001295","Customer","SAPJP2","LS","0000003000","SAPJP2",4
5-10-2013,"INVOIC","INVOIC02","22",1,"SAPT02","KU","0000001538","Customer","SAPJP2","LS","0000003000","SAPJP2",2
5-10-2013,"MATMAS","MATMAS05","03",1,"XPNCLNT200","LS","XPNCLNT200","MDMXIPRODUCTIONSYSTEM","SAPJP2","LS","JJCDNAF400","MDMXIPRODUCTIONSYSTEM",1
5-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001298","Customer",1
5-10-2013,"PROACT","PROACT01","03",1,"A000000010","LS","SPNCLNT400","SPNCLNT400","SAPJP2","LS","JJCDNAF400","SAPJP2",946
5-10-2013,"RSINFO","RSINFO","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",569
5-10-2013,"RSRQST","RSREQUST","53",2,"SAPJP2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWP","LS","BWPCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",93
5-10-2013,"RSSEND","ZSBB008","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",2
5-10-2013,"SHPCON","DELVRY01","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",14
5-10-2013,"SHPORD","DELVRY01","16",1,"SAPT03","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",5
5-10-2013,"ZINVOIC02","INVOIC02","16",1,"SAPT02","KU","0000001320","Customer","SAPJP2","LS","0000003000","SAPJP2",6
21-10-2013,"RSRQST","RSREQUST","51",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",1
21-10-2013,"RSRQST","RSREQUST","64",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",1
22-10-2013,"RSRQST","RSREQUST","51",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
22-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
22-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",3
23-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",24
23-10-2013,"RSRQST","RSREQUST","51",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",1
23-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",2
23-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",4
23-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
24-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",36
24-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",4
24-10-2013,"ZINVOIC02","INVOIC02","62",2,"SAPT02","KU","0000001320","SAPT02","SAPJP2","LS","0000003000","0000003000",1
24-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",2
24-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
25-10-2013,"ORDERS","ORDERS03","53",2,"SAPJQ2","LI","0000005000","SAPJQ2","SAPJP2","KU","0000000329","Customer",2
25-10-2013,"ORDERS","ORDERS03","53",2,"SAPJQ2","LI","0000005000","SAPJQ2","SAPJP2","KU","0000001298","Customer",4
25-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
25-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
25-10-2013,"SHPORD","DELVRY01","30",1,"SAPT03","LI","0002000110","Vendor","SAPJQ2","LS","0000003000","SAPJQ2",3
25-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","53",2,"SAPJQ2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",1
25-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","70",2,"SAPJQ2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",1
25-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",5
26-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
28-10-2013,"ORDERS","ORDERS03","53",2,"SAPJQ2","LI","0000005000","SAPJQ2","SAPJP2","KU","0000001298","Customer",2
28-10-2013,"ORDERS","ORDERS03","62",2,"SAPJQ2","LI","0000005000","SAPJQ2","SAPJP2","KU","0000001298","Customer",2
28-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
28-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
28-10-2013,"SHPORD","DELVRY01","08",1,"SAPT03","LI","0002000110","Vendor","SAPJQ2","LS","0000003000","SAPJQ2",2
28-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",13
28-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",1
28-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",2
28-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJQ2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",8
28-10-2013,"ZINVOUT","ZAP1_INV_OUT","70",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
29-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",37
29-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",4
30-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
30-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
30-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
30-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",2
31-10-2013,"ORDERS","ORDERS03","53",2,"SAPJQ2","LI","0000005000","SAPJQ2","SAPJP2","KU","0000001298","Customer",1
31-10-2013,"ORDERS","ORDERS03","53",2,"SAPJQ2","LI","0000005000","SAPJQ2","SAPJP2","KU","0000001416","Customer",3
31-10-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
31-10-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
31-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
31-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
1-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
1-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
1-11-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",2
1-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",8
2-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
3-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
4-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
4-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
4-11-2013,"SHPORD","DELVRY01","30",1,"SAPT03","LI","0002000110","Vendor","SAPJQ2","LS","0000003000","SAPJQ2",6
5-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
5-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
5-11-2013,"SHPORD","DELVRY01","08",1,"SAPT03","LI","0002000110","Vendor","SAPJQ2","LS","0000003000","SAPJQ2",1
6-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
6-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
6-11-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",2
6-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",4
6-11-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
7-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
7-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
7-11-2013,"YWMMBXY","YWMMBID02","30",1,"SAPT02","LI","0002000110","Vendor","SAPJQ2","LS","0000003000","SAPJQ2",1
7-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",3
8-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
8-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
8-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",2
9-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
11-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
11-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
11-11-2013,"YWMMBXY","YWMMBID02","30",1,"SAPT02","LI","0002000110","Vendor","SAPJQ2","LS","0000003000","SAPJQ2",1
11-11-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
11-11-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJQ2","LS","JQ2CLNT400","SAPJQ2","SAPFQ4","LS","FQ4030","FQ4030",1
12-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
12-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
13-11-2013,"RSINFO","RSINFO","03",1,"A000000011","LS","BWQCLNT650","BWQA","SAPJQ2","LS","JJCDNAF400","BWQA",33
13-11-2013,"RSRQST","RSREQUST","53",2,"SAPJQ2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWQ","LS","BWQCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",3
